asn_name,country,asn_num,count
"HOSTINGINSIDE-AS-AP HostingInside LTD.",TW,134522,1
"UNICOM-DONGGUAN-IDC China Unicom Guangdong IP network",CN,134543,1
"IDNIC-MAGETANKAB-AS-ID PEMERINTAH KABUPATEN MAGETAN",ID,134641,1
"DOTINTERNET-AS-AP Dot Internet",BD,134732,1
"RGTECHNOSOLUTIONS-AS R G TECHNOSOLUTIONS PVT LTD",IN,134922,1
"SPIDERLINK-AS Spiderlink Networks Pvt Ltd",IN,134928,1
"ATATELECOM-AS-AP ATA TELECOM Co., Ltd",KH,135005,1
"RNPL-AS-AP RI Networks Pvt. Ltd.",IN,135031,1
"TES-PL-AS-AP Trans World Enterprise Services (Private) Limited",PK,135407,1
"CABLECONNECT1-AS-AP Cableconnect Co.,Ltd",TH,135419,1
"AGTI-AS-ID PT. Arjuna Global Teknologi Indonesia",ID,135480,1
"VISICENDERAWASIH-AS-AP Visi Cenderawasih Sdn. Bhd.",MY,135553,1
"WLPL-AS-AP Wowway Labs Private Limited",IN,135602,1
"NASBPL-AS Nas Broadband Pvt Ltd",IN,135705,1
"DISHAWAVESINFONET-AS DISHAWAVES INFONET PVT. LTD",IN,135718,1
"EVOKEDS-AS Evoke Digital Solutions",IN,135752,1
"ULNPLSUM-AS Userlinks Netcom Pvt. Ltd.",IN,135761,1
"WEBICO-AS-VN Webico Company Limited",VN,135951,1
"PSI-AS-VN PetroVietNam Securities Joint Stock Company",VN,135971,1
"IDNIC-KEMNAKER-ID Kementerian Ketenagakerjaan RI",ID,136087,1
"BALIFIBERNET-AS-ID PT Bali Towerindo Sentra, Tbk",ID,136119,1
"BSYNTCL-AS-AP Beijing Shijihulian Yuntong Network Technology Co., Ltd.",CN,136160,1
"CHINATELECOM-YUNNAN-DALI-MAN DaLi",CN,136190,1
"CHINATELECOM-YUNNAN-HONGHE-MAN Honghe",CN,136192,1
"VNPL-AS Vortex Netsol Private Limited",IN,136334,1
"SUNSAN-AS-IN Suntech Sanchar Private Limited",IN,136355,1
"ENTCL-AS-AP Earth Network Technology (HongKong) Co., Limited",HK,136493,1
"WANCOMPVTLTD-AS-AP Wancom (Pvt) Ltd.",PK,136525,1
"ARP2016-AS-IN Arp Infonet Pvt Ltd",IN,136626,1
"OMETA-AS-IN Ometa Net Pvt. Ltd.",IN,136629,1
"TELEFONICA MOVILES GUATEMALA S.A.",GT,13682,1
"HIITL-AS-AP Hong Kong FireLine Network LTD",HK,136950,1
"UNICOM-GUANGZHOU-IDC China Unicom Guangdong IP network",CN,136958,1
"YISUCLOUDLTD-AS-AP YISU CLOUD LTD",HK,136970,1
"KSYUNGLOBAL-AS-AP Kingsoft cloud corporation limited",HK,137280,1
"IDNIC-DISKOMINFOKLATEN-AS-ID DISKOMINFO KLATEN",ID,137308,1
"NETPARK-AS-AP Netpark Communication",BD,137416,1
"NETSTRA-AS-IN Netstra Communications Pvt Ltd",IN,137654,1
AS137872,HK,137872,1
"IDNIC-SOBAT-AS-ID PT. Solusindo Basis Teknologi",ID,138117,1
"IDNIC-MATRAINFOTEK-AS-ID PT Mandiri Citra Informasi Teknologi",ID,138125,1
AS138152,HK,138152,1
AS138198,BD,138198,1
"COREX-AS - Corex Solutions LLC",US,13830,1
"LIMERICK-AS-IN Limerick Technologies Pvt Ltd",IN,138311,1
"HENGDA-HK HENGDA NETWORK LIMITED",HK,138415,1
AS138590,PK,138590,1
"MMD-AS-ID PT Mitra Media Data",ID,138866,1
AS139087,PK,139087,1
"CHINANET-SICHUAN-CHUANXI-IDC Sichuan Chuanxn IDC",CN,139220,1
AS139457,ID,139457,1
AS139460,ID,139460,1
AS139542,IN,139542,1
"LUCID-AS-AP LUCIDACLOUD LIMITED",HK,139659,1
AS139932,Unknown,139932,1
"JINX-AS-AP Jinx Co. Limited",HK,140096,1
"CITISCLOUD-AS-AP CITIS CLOUD GROUP LIMITED",HK,140107,1
"EBOX - EBOX",CA,1403,1
AS140391,ID,140391,1
"VIPNAS1 - VI POWERNET, LLC",VI,14434,1
"CL-1379-14537 - Continent 8 LLC",US,14537,1
"NUCLEARFALLOUT-CHI - Nuclearfallout Enterprises, Inc.",US,14586,1
HBCI-1999TA,US,14828,1
"ASN-WIBAND-1 - WiBand Communications",CA,15102,1
"SBBSNET - Specialized Bulletin Board Systems",US,15154,1
"ASN15344-SLU - Karib Cable",LC,15344,1
LRTC-AS,LT,15419,1
IT_SERVICES,LV,15615,1
"AXAUTSYS Republic of Moldova",MD,15836,1
VODAFONETURKEY,TR,15897,1
QWEB-AS,NL,15922,1
HADARA-AS,PS,15975,1
"TURKCELL-AS Turkcell A.S.",TR,16135,1
"SKYNET-AS Skynet LTD, Ekaterinburg, Russia",RU,16230,1
SUOMICOMMUNICATIONS,FI,16302,1
"ERX-TANET-ASN1 Taiwan Academic Network (TANet) Information Center",TW,1659,1
"IPBNET-AS-AP Bogor Agricultural University",ID,17553,1
"NEXLINX-AS-AP Autonomous System Number for Nexlinx",PK,17563,1
"GIGAPASS-AS-KR CJ Hello Co., Ltd.",KR,17577,1
SAEROMNET-AS-,KR,17597,1
"PRIMANET-AS PrimaNet - PT. Khasanah Timur Indonesia",ID,17658,1
"NHN-TECHORUS NHN Techorus Corp.",JP,17661,1
"ZIML-AP SITI NETWORKS LIMITED",IN,17747,1
"PSEB-AS-PK Pakistan Software Export Board",PK,17787,1
"CENTERHOP-SG 8 Burn Road#15-13, Trivex",SG,17831,1
"DXTNET Beijing Dian-Xin-Tong Network Technologies Co., Ltd.",CN,17964,1
"WIRELESSNET-ID PT WIRELESS INDONESIA ( WIN )",ID,18004,1
"BNSTH-TH BNS",HK,18013,1
AS18024,BT,18024,1
"JARDIKNAS-AS-AP Pustekkom",ID,18051,1
"FOUNDERBN CNNIC",CN,18245,1
"DADA-AS-TW DaDa Broadband LTD.",TW,18419,1
"NCU-TW National Central University",TW,18420,1
"EXTRALAN-TW Extra-Lan Technologies Co., LTD",TW,18429,1
"EUNETAT-AS A1 Telekom Austria AG",AT,1901,1
ASBESTNET,CZ,196653,1
WIMD-KUWAIT,KW,196921,1
TINEXT,IT,197352,1
KOPINGS-KABEL-TV,SE,197623,1
ALCATRAZ,FR,197653,1
UKRNAMES-AS,UA,197726,1
NEWTELECOM-AS,UA,198227,1
"BITEL-GESELLSCHAFT-FUER-TELEKOMMUNIKATION-AS -) IP Transit Customer AS33873 (-",DE,198967,1
MNGTNET,RU,199274,1
ASN-MSITELEKOM,PL,199715,1
ELITETELE,GB,199909,1
"UDEL-DCN - University of Delaware",US,2,1
AS200303,DE,200303,1
AS200350,RU,200350,1
RAZNET-AS,MD,200640,1
ESWIKIKER,ES,200845,1
SIS2,DE,200924,1
"LVLT-199-203 - Level 3 Parent, LLC",US,201,1
APEX-ISP-AS,RU,201069,1
GMHOST,UA,201094,1
"ELTENET ELTENET",HU,2012,1
PLZ-AS-,CZ,201648,1
ASN-AJC,PL,201661,1
ODPASN,OM,201684,1
EAM,ES,202207,1
TELEGROUP,RS,202749,1
MTN-,UG,20294,1
"Newcom Limited",GT,20299,1
"GOHOST-KZ Hosting Provider located at Asia, Kazakhstan - Dedicated, VPS, Shared",KZ,203087,1
PL-OPEN-WAY-AS,PL,203362,1
HR-VALSIL,HR,203455,1
SICILCOM,IT,203713,1
AS-SDS,UA,203716,1
AS203735,IQ,203735,1
INTAC-SERVICES,DE,203759,1
I4W,PT,204094,1
FIRST-SERVER-US-AS,RU,204154,1
AS-CODING,IT,204504,1
"RCCI-WIRELESS - Rogers Communications Canada Inc.",CA,20453,1
TH,TM,204579,1
NET2B-ISP,PL,204873,1
AWEB-ASN,GR,205053,1
MEDIASYSTEM,PL,205074,1
DOLOMITESNETWORK-AS,IT,205099,1
DIMINTERNET-AS,UA,20536,1
"SERVERDISCOUNTER serverdiscounter.com",DE,205388,1
"GRENA-AS Tbilisi, Georgia",GE,20545,1
ACNG,PL,205679,1
FENIX,ES,206930,1
CO-FI.,ES,206945,1
EXIMIUS-AS,RU,207027,1
KAPTEYAN,TR,207429,1
HOSTEUROPE-AS,DE,20773,1
XSSERVER,NL,207959,1
"NETCOM-KASSEL Netcom Kassel",DE,20810,1
CF,DK,208310,1
"CDLAN-AS Milano",IT,20836,1
INFOSTROY-AS,RU,208397,1
SBERCLOUD-AS,RU,208677,1
FORMEA_,BA,208881,1
POSHTVAR-AS,IR,209279,1
AS209337,BG,209337,1
PNT_OPOLE,PL,209579,1
AS209699,IQ,209699,1
GPTC-AS,LY,21003,1
"ASN-SATELLITE ISP Satellite",UA,21310,1
"CHEREDA-SM-AS Sumy, Ukraine",UA,21312,1
IPCONNECT,NL,213373,1
ARTCOMS-AS,RU,21353,1
UMC-AS,UA,21497,1
"ARETE-AS Network and Hosting services",SE,21503,1
"Fundação Universidade de Brasília",BR,21506,1
"ACCESS-SK - Access Communications Co-operative Limited",CA,21804,1
UNIV-DAR,TZ,22354,1
"TELEBUCARAMANGA S.A. E.S.P.",CO,22368,1
"ALTIMA-TELECOM - Altima Telecom Inc",CA,22423,1
FRANCE-TELECOM-AS,EU,2280,1
"HOTWIRE-COMMUNICATIONS - Hotwire Communications",US,23089,1
"HTC-NET - HARRISONVILLE TELEPHONE",US,23155,1
"METRORED S.A. DE C.V.",HN,23383,1
"COLUMBUS-NETWORKS - Columbus Networks USA, Inc.",US,23520,1
"SNAP-NZ-AS Snap Internet Limited",NZ,23655,1
"EZNET-AS-ID IP Teknologi Komunikasi, PT.",ID,23699,1
"MERIT-AS-14 - Merit Network Inc.",US,237,1
"NAPXLNET-AS-ID PT Excelcomindo Pratama (Network Access Provider)",ID,24203,1
"YRU-AS-AP Yala Rajabhat University Education",TH,24328,1
"CNGI-GZ-IX-AS-AP CERNET2 IX at South China University of Technology",CN,24357,1
"VDSLNETWORK-MY VDSL NETWORK SDN BHD AS INTERNET SERVICE PROVIDER KUALA LUMPUR",HK,24373,1
"FIVE-NET-AS-IN Fivenetwork Solution India Pvt Ltd Internet",IN,24554,1
RAYA-AS,EG,24835,1
LINKdotNET-AS,EG,24863,1
"IIJ Internet Initiative Japan Inc.",JP,2497,1
"MASTER-AS Czech Republic / www.master.cz",CZ,24971,1
DATATRANS-AS,HU,24991,1
VODAFONE_UK_ASN,GB,25135,1
"TELEKOM-SRPSKE-AS Kralja Petra I Karadjordjevica 61a",BA,25144,1
KIS-AS,LT,25190,1
ASN-CWACCESS,GB,25310,1
BANDWIDTH-AS,GB,25369,1
SPLIUS-AS,LT,25406,1
"ASN-OMD-FNO Orange Moldova Fixed Network Autonomous System",MD,25454,1
COMUNE-NOVARA-AS,IT,25488,1
ASN-ASIPN,UA,25521,1
"VODATEL-AS Zagreb, Croatia",HR,25528,1
"IDC2554 Yahoo Japan Corporation",JP,2554,1
"LAF-CONSOLIDATED-GOV - Lafayette Consolidated Government",US,25921,1
ROEDUNET,RO,2614,1
"MILLICOM CABLE COSTA RICA S.A.",CR,262197,1
"VIETTEL PERÚ S.A.C.",PE,262210,1
"TELCONET S A",AR,262216,1
"ECONOCABLE MEDIA SAC",PE,262253,1
"Netw Telecom",BR,262286,1
"Maxihost Hospedagem de Sites Ltda",BR,262287,1
"Brasil Radiowave Ltda-ME",BR,262288,1
"Sistema Oeste de Serviços LTDA",BR,262293,1
"JOSE CARLOS ROQUE OLIVEIRA & CIA LTDA",BR,262342,1
"FP Telecomiunicacoes Ltda",BR,262346,1
"SIM TELECOM LTDA-EPP",BR,262352,1
"JC TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA EPP",BR,262404,1
"CEPAIN - C2 TELECOM",BR,262408,1
"WIIP TELECOM SERVIÇOS DE INTERNET LTDA",BR,262434,1
"Flash Net Brasil Telecom Ltda - EPP",BR,262535,1
"DUNET LTDA",BR,262539,1
"INTERNEXA Brasil Operadora de Telecomunicações S.A",BR,262589,1
"MAURICIO DE TOFFOL BOCH ME",BR,262607,1
"Linknet Telecomunicaçoes",BR,262661,1
"CITY SHOP NET LTDA",BR,262680,1
"MKM Internet Solution Provider Ltda",BR,262698,1
"Telemidia Sistema de Telecomunicacao Ltda",BR,262729,1
"CLIGUE TELECOMUNICACOES LTDA -ME",BR,262743,1
"NetJat Provedor de Acesso a Internet",BR,262748,1
"Insidesign Tecnologia Ltda EPP",BR,262757,1
"76 TELECOMUNICAÇÃO LTDA",BR,262760,1
"TECHS TECNOLOGIA EM HARDWARE E SOFTWARE",BR,262775,1
"SpeedWeb Net Telecomunicacoes",BR,262896,1
"Optidata Ltda",BR,262967,1
"WBT Internet Ltda ME",BR,262980,1
"Interone Telecom Ltda",BR,263006,1
"CARIRIWEB PROVEDORES DE INTERNET LTDA",BR,263022,1
"LINXBR TELECOMUNICACOES LTDA",BR,263033,1
"cconnect acesso a internet ltda",BR,263100,1
"EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA",PE,263224,1
"3Ws Telecom",BR,263265,1
"RENOVARE TELECOM",BR,263297,1
"3WLINK INTERNET LTDA EPP",BR,263339,1
"CEDNET PROVEDOR INTERNET",BR,263347,1
"INFOVALE-TELECOM LTDA-EPP",BR,263361,1
"D.M.Giandomenigo Informatica Ltda-ME",BR,263387,1
"SC Provedor Telecom Acesso a Rede de Internet Ltda",BR,263390,1
"Networks Soluções em Informática",BR,263394,1
"GIGANET SERVICOS DE INTERNET LTDA ME",BR,263405,1
"NR Telecom EIRELI - ME",BR,263421,1
"ROSEMEIRE SILVA BRITO - ME",BR,263440,1
"Turbovip Telecom Ltda",BR,263509,1
"RONDON TELECOM LTDA - ME",BR,263566,1
"HYPER NET TELECOMUNICACOES LTDA ME",BR,263573,1
"Globo Net Informática",BR,263599,1
"Costa Esmeralda Net Ltda Me",BR,263653,1
"BRSULNET TELECOM LTDA",BR,263656,1
"Red Uno SRL",AR,263726,1
"CORPORACIÓN GALA IT, C.A.",VE,263767,1
"Cooperativa Eléctrica y Servicios Anexos de San Manuel Ltda.",AR,263827,1
"JOSE DIAS DE OLIVEIRA NETO",BR,263841,1
"SPEED TURBO TELECOM",BR,263922,1
"WORLD WIFI TELECOMUNICAÇÕES LTDA - ME",BR,263966,1
"Nobre Telecom Solucoes em Tecnologia LTDA - ME",BR,264052,1
"G8 Telecom",BR,264120,1
"phase projetos e serviços de engenharia ltda",BR,264221,1
"Netsul Servico de Provedor Ltda",BR,264241,1
"Turkeynet Ltda.",BR,264245,1
"PROVEINTER LTDA",BR,264289,1
"Rctel Solucoes em Telecom",BR,264382,1
"NETGOOL TELECOMUNICACOES",BR,264404,1
"Megalink Telecom",BR,264417,1
"NET ALTERNATIVA PROVEDOR DE INTERNET LTDA - ME",BR,264459,1
"POLOTEL TELECOM LOCAÇÃO E DES. DE. SITES LTDA",BR,264473,1
"Enredes S.A.",AR,264643,1
"DOBLECLICK SOFTWARE E INGENERIA",CO,264646,1
"MONICA E. SEÑORANS",AR,264712,1
"Asociación de Proveedores de Servicio de Valor Agregado(APROSVA)",EC,264836,1
"HOSTSPACE - HOSTSPACE NETWORKS LLC",US,26484,1
"daviano da silva junior",BR,264928,1
"CENTRALNET TELECOMUNICACOES LTDA - ME",BR,264935,1
"IPWORKS SISTEMAS LTDA ME",BR,265005,1
"NEX TELECOM LTDA ME",BR,265019,1
"GUTIERY E MARTINS LTDA",BR,265029,1
"Creral Comércio e Serviços de Telecomunicações Ltd",BR,265076,1
"BURITI TELECOM",BR,265155,1
"PENTENET COMERCIO DE INFORMATICA EIRELI EPP",BR,265258,1
"ALHAMBRA EIDOS DO BRASIL SERVICOS E SISTEMAS DE CO",BR,265264,1
"BITAL TELECOM",BR,265347,1
"Taionet informática Ltda ME",BR,265428,1
"BM SOLUCIONES S.R.L.",AR,265862,1
"FRINSEG INTERNET EIRELI - ME",BR,265888,1
"GIGANETLINK TELECOMUNICACOES LTDA ME - ME",BR,265927,1
"TURBONET CE",BR,265936,1
"Lar Telecomunicações Ltda ME",BR,265938,1
"Associação Educativa Evangélica",BR,266077,1
"LINKMNET LTDA",BR,266273,1
"MAX TELECOM",BR,266296,1
"SUACUI INTERNET LTDA ME",BR,266408,1
"Open Computadores LTDA ME",BR,266510,1
"Master Telecomunicações LTDA ME",BR,266528,1
"ESADINET - EMPRESA DE SERVICOS ADM. DE ITUBERA LTD",BR,267015,1
AS267344,BR,267344,1
AS267369,BR,267369,1
"FSA Tecnologia em Comunicação LTDA - ME",BR,267454,1
"M. DE BRITO COMUNICAÇÕES",BR,267517,1
"Giatech Telecomunicações LTDA - ME",BR,267607,1
"CM TELECOM",BR,267639,1
AS268244,BR,268244,1
AS268323,BR,268323,1
AS268324,BR,268324,1
AS268426,BR,268426,1
AS268470,BR,268470,1
AS269015,BR,269015,1
AS269093,BR,269093,1
AS269276,BR,269276,1
"GLFIBRA SERVICOS DE TELECOMUNICACOES LTDA",BR,269455,1
"LENILSON FERREIRA DOS SANTOS",BR,269497,1
"NOVA REDE PROVEDORA DE INTERNET EIRELI",BR,269651,1
AS269730,VE,269730,1
AS269750,VE,269750,1
AS27017,US,27017,1
"G15NET LTDA",BR,270442,1
"OPSOURCE-INC - Dimension Data Cloud Solutions, Inc.",US,27435,1
"EMTEL S.A. E.S.P.",CO,27650,1
"Empresa de Telecomunicaciones de Cuba, S.A.",CU,27725,1
"Telecommunicationcompany Suriname - TeleSur",SR,27775,1
"Informática y Telecomunicaciones S.A.",AR,27879,1
"Pacifico Cable SPA.",CL,27901,1
"Entel PCS Telecomunicaciones S.A.",CL,27925,1
"Red Intercable Digital S.A.",AR,27983,1
"CLARO CHILE S.A.",CL,27995,1
"Grape S.A.",AR,28026,1
"SAN LUIS CTV S.A.",AR,28038,1
"Sociedad de Telecomunicaciones Geonet Ltda.",CL,28096,1
"BRISANET SERVICOS DE TELECOMUNICACOES LTDA",BR,28126,1
"DIPELNET CASCAVEL",BR,28142,1
"ITS TELECOMUNICAÇÕES LTDA",BR,28186,1
"Globalwave Telecom",BR,28192,1
"UNIVERSIDADE ESTADUAL DE LONDRINA",BR,28193,1
"VMAX NET TELECOMUNICACOES DO BRASIL LTDA",BR,28277,1
"XO-AS15 - XO Communications",US,2828,1
"ENGEPLUS INFORMATICA LTDA",BR,28292,1
"Gigacable de Aguascalientes, S.A. de C.V.",MX,28376,1
CESNET2,CZ,2852,1
"Servnet Mexico, S.A. de C.V.",MX,28546,1
"CLAUDEMON SILVEIRA - ME",BR,28624,1
"Life Tecnologia Ltda.",BR,28634,1
"GIGA TV LTDA - EPP",BR,28647,1
"Axtelecom Telecomunicações Ltda",BR,28654,1
"HOSTLOCATION LTDA",BR,28666,1
"NETWORK TELECOMUNICACOES LTDA",BR,28667,1
SUTTK-AS,RU,28745,1
"BAKINTER-AS Bakinternet ISP, Azerbaijan",AZ,28787,1
"DELTA-TELECOM-AS International Communication Operator",AZ,29049,1
COMNET-AS,BG,29084,1
SYNAPSE-AS,UA,29107,1
"GANDI-AS Domain name registrar - http://www.gandi.net",FR,29169,1
"ASN-TVT Kazan, Tatarstan, Russia",RU,29194,1
DENINET-HU-AS,HU,29278,1
VCG-AS,NG,29465,1
KUBANGSM,RU,29497,1
VLINE-AS,PL,29553,1
VODACOM-,ZA,29975,1
ASERGO-AS,DK,30736,1
JAGUAR-AS,FR,30781,1
NET23-AS,HU,30836,1
PTC-YEMENNET,YE,30873,1
"NIANET-AS Nianet is a Danish carrier and Internet Service Provider",DK,31027,1
NEWTELESYSTEMS,RU,31036,1
MF-DV-AS,RU,31195,1
MF-CENTER-AS,RU,31208,1
TIS-DIALOG-AS,RU,31214,1
"WILDPARK-AS ISP WildPark, Ukraine, Nikolaev",UA,31272,1
"Benemerita Universidad Autonoma de Puebla",MX,3141,1
ZAIN-BH-AS,BH,31452,1
CABS,ZW,31856,1
BOGONS-ASN,GB,3213,1
"ASN-GIGENET - GigeNET",US,32181,1
"METROCAST-1 - MetroCast Cablevision of New Hampshire, LLC.",US,32448,1
SARENET,ES,3262,1
ARC-Informatique,SN,327809,1
SAFRICOM,ZA,327826,1
Level7-AS,ZA,327901,1
NODE-AFRICA,KE,327997,1
EvoNet-AS,ZA,328239,1
Force-Telecoms-AS,ZA,328251,1
AS328471,ZA,328471,1
AS328534,Unknown,328534,1
"DIMENOC - HostDime.com, Inc.",US,33182,1
NTUA,GR,3323,1
WBS,ZA,33762,1
SAFARICOM-LIMITED,KE,33771,1
FLESK-AS,PT,33876,1
ARTMOTION-AS,RS,33983,1
"SPACENET-AS Internet Service Provider",RU,34300,1
ISKNET-AS,PL,34392,1
"Universidad Nacional de Buenos Aires",AR,3449,1
IZHEVSK-AS,RU,34590,1
CIZGI,TR,34619,1
"Instituto Politecnico Nacional",MX,3484,1
"ISPPRO-AS ISPPRO-AS covers the networks of ISPpro",DE,35366,1
LINZAG-TELEKOM-AS,AT,35369,1
"METRONET-AS Zagreb, Croatia",HR,35549,1
"ITC ITC AS number",SA,35753,1
"VPLSNET - Krypt Technologies",US,35908,1
"AS3602-RTI - Rogers Cable Communications Inc.",CA,3602,1
"ERX-KUENTOS-AS Guam Cablevision, LLC.",GU,3605,1
"THECABLE-STKITTS-01 - The Cable of St. Kitts",KN,36290,1
"UMICH-AS-5 - University of Michigan",US,36375,1
"TRIUMF - TRIUMF (Tri-University Meson Facility)",CA,36391,1
JTL,KE,36866,1
VNL1-AS,NG,36873,1
TVCaboAngola,AO,36907,1
AFOL-KE-AS,KE,36915,1
ASMedi,MA,36925,1
AINET,ZW,36986,1
TELECOM-NAMIBIA,NA,36996,1
Suburban-Broadband-AS,NG,37004,1
simbanet-tz,TZ,37084,1
SEACOM-AS,MU,37100,1
TELCO-,ZW,37123,1
Layer3-,NG,37125,1
POWERTEL,ZW,37184,1
ICTA-,KE,37219,1
SWIFTTALK,NG,37230,1
AIRTEL-NIGER,NE,37531,1
"RADIOGRAFICA COSTARRICENSE",CR,3790,1
"NEWMEDIAEXPRESS-AS-AP NewMedia Express Pte Ltd",SG,38001,1
"TELIKOM-PNG-AS-AP Telikom PNG Satellite Tier 1 AS Internet Service",PG,38009,1
"SOGANG-AS-KR sogang university",KR,3813,1
"VIETNAMOBILE-AS-VN Vietnamobile Telecommunications Joint Stock Company",VN,38247,1
"ARIESTELECOMSNET-MY-AP ARIES TELECOMS (M) BERHAD- Internet, Ethernet Business Service & IPLC Service Provider, Malaysia",MY,38278,1
"MOF-TH-AS-AP Ministry of Finance",TH,38328,1
"CNNIC-LTEL-AP LONGTEL NETWORKS & TECHNOLOGIES LTD.",CN,38364,1
"GMNUSANTARA-AS-ID PT Graha Multimedia Nusantara",ID,38505,1
"CUBEXS-AS-AP CubeXS Pvt Ltd, Internet Service Provider Pakistan",PK,38584,1
"CMBHK-AS-KR CMB",KR,38680,1
"HYOSUNGITX-AS-KR HyosungITX",KR,38690,1
"AONB-AS-AP AlwaysOn Network Bangladesh Ltd",BD,38744,1
"DWPNET-AS-ID PT. Dutakom Wibawa Putra",ID,38778,1
"SIMAYA-AS-ID PT. Simaya Jejaring Mandiri",ID,38783,1
"IDNIC-ICLOUD-AS-ID PT Indonesian Cloud",ID,38788,1
INTERSAT-AS,RU,38972,1
BALTICUM-TV-AS,LT,39007,1
PAKT-AS,RU,39087,1
SETEL-AS1,RU,39153,1
CZUBYPL-NET,PL,39288,1
"HOST4GEEKS-LLC - Host4Geeks LLC",US,393960,1
"THINKON-GUBOV - Think On, Inc.",CA,394085,1
"LEASEWEB-USA-LAX-11 - Leaseweb USA, Inc.",US,395954,1
"CARRY-TELECOM - Carrytel",CA,395965,1
TIERA-AS,RU,39598,1
ASJZTKFT,HU,39679,1
AS397280,CA,397280,1
AS397790,US,397790,1
WEB4U,CZ,39790,1
AS398052,US,398052,1
"UA-WICOM WiMAX Ukraine Autonomous System",UA,39810,1
ALMANET-AS,KZ,39824,1
"NOMOTECH 53 avenue de la pierre vallee",FR,39886,1
"ISI-AS - University of Southern California",US,4,1
"LOOSEFOOT - Loose Foot Computing Limited",CA,40092,1
"TBS - Turner Broadcasting System, Inc.",US,40703,1
DON-FTTH,UA,41039,1
NEJTV-AS,CZ,41046,1
KYLIX-AS,RO,41197,1
LANTA-AS,RU,41268,1
RUSONYX-AS,RU,41535,1
OGS-AS,RU,41704,1
"MIRAN-AS Miran DC",RU,41722,1
SIBSET-BARN-AS,RU,41794,1
PRONET-PP-UA-AS,UA,42066,1
ERTH-NCHLN-AS,RU,42116,1
FREEHOST,UA,42331,1
"VIALIS-MOSELLE Located in Metz, France",FR,42487,1
UNETCOM-AS,UA,42518,1
KCHR-AS,RU,42548,1
"BA-TELEMACH-AS Telemach d.o.o. Sarajevo",BA,42560,1
TLR-AS,BA,42571,1
ERTH-NNOV-AS,RU,42682,1
NWLINK-AS,RU,42893,1
"EQUINIX-TURKEY-INTERNET-HIZMETLERI-ANONIM-SIRKETI Equinix Turkey",TR,42910,1
S-NET-AS,PL,42927,1
SIGMANET-HU-AS,HU,42964,1
HNET-AS,RU,42991,1
OSOA,GB,43092,1
"BULSATCOM-BG-AS Sofia",BG,43205,1
DIANET-AS,RU,43314,1
"MDLINK MDlink online service center GmbH",DE,43341,1
RADIOLAN-SK-AS,SK,43451,1
ASEMNET,DK,43557,1
EVPANET-AS,UA,43936,1
RYBNET-AS,PL,44124,1
SINT-AS,RU,44347,1
ORG-UL31-RIPE,AM,44395,1
NETIQ,SK,44452,1
ZETTA-AS,BG,44476,1
MKTECHNOLOGIYA-AS,RU,44492,1
NIKONETCOM-AS,BG,44525,1
SKYLINK,NL,44592,1
"GALAKTIKA-AS GALAKTIKA",UA,44673,1
BRAVOPORT-AS,UA,44827,1
"CNNIC-CBCNET-AP Beijing Tian Wei Xin Tong technology corp. limited.",CN,45110,1
"SISPL-AS-AP Spacenet Internet Services Pvt. Ltd.",IN,45232,1
"VARNION-AS-ID Varnion Technology Semesta, PT",ID,45287,1
"UT-AS-ID Universitas Terbuka",ID,45293,1
"JBTV-AS-KR CJ Hello Co., Ltd.",KR,45365,1
"BHARTI-MOBILITY-AS-AP Bharti Airtel Ltd. AS for GPRS Service",IN,45609,1
"INTERSATNET-AS-ID Widya Intersat Nusantara, PT",ID,45722,1
"WISHNET-AS-AP WISH NET PRIVATE LIMITED",IN,45775,1
"GTPL-AS-AP Gujarat Telelink Pvt Ltd",IN,45916,1
"YTLCOMMS-AS-AP YTL COMMUNICATIONS SDN BHD",MY,45960,1
"QUANTUMNET-AS-ID PT Quantum Tera Network",ID,46023,1
"ASN-TELSTRA-GLOBAL Telstra Global",HK,4637,1
"SPARK-NZ Global-Gateway Internet",NZ,4648,1
"SILVERIP-ASN - SilverIP Communications Inc.",US,46811,1
VIRSON-AS,RU,47158,1
"NTLINE-AS Ukraine",UA,47245,1
ZEUS-UA-AS,UA,47283,1
AS47481,RU,47481,1
IQPL-AS,PL,47544,1
SOFTLINE_DC,RU,47723,1
"MOBILEONELTD-AS-AP MobileOne Ltd. Mobile/Internet Service Provider Singapore",SG,4773,1
"MAILRU-AS Mail.Ru",RU,47764,1
"CCD1-AS-AP Cocoon Data Limited",JP,4785,1
R-LINE-AS,RU,47895,1
NETKOM-AS,RU,47974,1
INFANET-AS,RU,48089,1
AS48090,GB,48090,1
ITGRAD,RU,48096,1
"DIGIIX-AP DiGi Telecommunications Sdn. Bhd.",MY,4818,1
CAPTEL-AS,RU,48249,1
"TELE2-KZ Tele2 Kazakhstan",KZ,48503,1
PRAKTIKA-AS,RU,48515,1
"INTERRA-AS at Pervouralsk (Bilimbay, Severka, Sredneuralsk), Revda (Degtyarsk), Kachkanar, Lesnoy (N.Tura), Polevskoy, Krasnoufimsk, Asbest cities of Sverdlovsk reg",RU,48524,1
ASTRALUS,NL,48635,1
BSMU-AS,UA,48665,1
ATHEEB-AS,SA,48695,1
ADAMEK,PL,48727,1
IRNET-AS,RU,48739,1
